"Patient_ID","Age","Gender","Year","Genetic_Risk","Air_Pollution","Alcohol_Use","Smoking","Obesity_Level","Cancer_Type","Cancer_Stage","Treatment_Cost_USD","Survival_Years","Target_Severity_Score","Gender_n","Stage_n","City","Country","diagnostico","Dieta_rica_en_grasas_animales","Sedentarismo","Diabetes_tipo_2","Antecedentes_Familiares","Componente_Hereditario","Sindromes_Predisponentes","Enfermedad_Inflamatoria_Intestinal","FOBT_Resultado_n","FOBT_Resultado..Sangre.en.heces.","CEA_Level_ng_mL..Marcador.Tumoral.","nombre","apellido1","apellido2","altura_cm","peso_kg","dni","nuss"
"PT0000795",20,"Other",2017,5.6,5,1.5,9.3,5.3,"Colon","Stage I",49764.78,5.2,5.49,2,1,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",9.51,"Lucia","Garcia","Gomez",175.8,48.5,"19646102P","082979752968"
"PT0000797",83,"Female",2015,6,8.5,3.5,6.7,6.2,"Colon","Stage I",86688.45,4.4,5.23,1,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.16,"Carmen","Garcia","Martinez",168,49.6,"17614795S","088796099304"
"PT0000798",41,"Female",2022,0.5,5.1,8.8,3.1,7.8,"Colon","Stage 0",91886.33,5.2,3.75,1,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.98,"Lucia","Lopez","Martinez",144.6,48.8,"43524278K","085911773079"
"PT0000813",59,"Other",2022,8,0.9,0,9.8,9.6,"Colon","Stage I",85991.49,3.9,4.94,2,1,"Barcelona","Spain",1,1,0,1,1,0,0,0,1,"Positive",4.57,"Lucia","Martinez","Gomez",144.2,35.2,"99276527V","087593094186"
"PT0000816",51,"Female",2015,0.3,1.7,8.1,1.9,6.1,"Colon","Stage IV",92918.61,4.6,2.66,1,4,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.7,"Carmen","Martinez","Sanchez",160.8,69,"37923288Z","086754765020"
"PT0000822",44,"Male",2018,7.1,6.3,8.8,2.6,6.8,"Colon","Stage 0",34277.25,1,6.2,0,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",10.25,"Juan","Perez","Sanchez",216.7,66.9,"31742651Y","081749380922"
"PT0000827",58,"Female",2019,7.8,8.6,2.3,1.6,5.4,"Colon","Stage II",54727.96,2.6,4.96,1,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,0,"Negative",6.43,"Carmen","Lopez","Lopez",168,45.5,"96299384V","086170996990"
"PT0000837",48,"Female",2019,2.3,9.4,2.4,4.1,8.6,"Colon","Stage III",79246.65,0.6,4.33,1,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",12.42,"Carmen","Lopez","Garcia",146.2,81.3,"22550602E","082204953546"
"PT0000845",74,"Male",2019,1.4,3.1,6.1,1.9,9.9,"Colon","Stage II",84480.87,0.5,3.34,0,2,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",2.15,"Javier","Lopez","Martinez",225.4,104.3,"77091477P","087351668765"
"PT0000849",29,"Female",2024,7.6,0.7,1,6.8,1.2,"Colon","Stage III",65638.03,0.6,3.94,1,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.47,"Laura","Gomez","Martinez",138.9,74.5,"50863123A","085951100418"
"PT0000857",34,"Male",2024,2.9,4.4,3.6,3.5,7.3,"Colon","Stage III",14708.61,9.7,4.92,0,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.07,"Juan","Sanchez","Sanchez",167.5,78.9,"75536560Y","081630018479"
"PT0000867",55,"Other",2024,8.4,0.4,6.5,5.1,3.5,"Colon","Stage III",89403.98,0.1,4.3,2,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",3.05,"Ana","Martinez","Garcia",153.3,83.8,"88820316C","086410415323"
"PT0000880",31,"Female",2020,5.6,8.1,9.8,7.3,8.9,"Colon","Stage 0",65026.47,4.9,6.85,1,0,"Barcelona","Spain",1,1,1,0,0,0,0,0,0,"Negative",0.1,"Carmen","Garcia","Lopez",175.3,53.8,"81639542F","085293117789"
"PT0000891",48,"Female",2016,5.8,8.3,1.4,0.8,5.9,"Colon","Stage III",39078.19,3.8,4.58,1,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",7.52,"Carmen","Martinez","Martinez",180.9,37.2,"54345907N","089613419078"
"PT0000899",55,"Female",2022,2.9,0.3,2.6,5.2,5.1,"Colon","Stage III",72066.87,8.7,3.12,1,3,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",2.02,"Lucia","Perez","Sanchez",170.9,66.3,"96094322T","087410654869"
"PT0000904",73,"Other",2018,5.1,8.6,4.3,1.4,10,"Colon","Stage III",25224.68,0.5,5.73,2,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",6.82,"Lucia","Perez","Lopez",203.3,61.9,"48591241S","081164076959"
"PT0000917",82,"Other",2015,3.6,2.9,7.7,8.1,1.2,"Colon","Stage II",60882.63,9,4.83,2,2,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",9,"Maria","Lopez","Gomez",162.7,66.1,"53321643F","084313699594"
"PT0000919",57,"Male",2021,9.9,5.9,4.6,9,9.2,"Colon","Stage III",7160.65,5.9,8.13,0,3,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",7.12,"Luis","Gomez","Lopez",194.6,93.4,"68087920P","088732059601"
"PT0000927",73,"Other",2021,5,1.5,0.8,4,0.9,"Colon","Stage IV",27162.52,8,3.69,2,4,"Barcelona","Spain",0,0,0,0,1,0,0,0,0,"Negative",2.28,"Ana","Gomez","Sanchez",168.7,68.4,"48637783M","087143031566"
"PT0000928",43,"Male",2022,8.4,8.3,6.8,7.6,9.3,"Colon","Stage I",61917.12,6.6,7.16,0,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",1.81,"Pedro","Martinez","Lopez",177.4,79.3,"58138117M","082788123105"
"PT0000938",47,"Female",2016,1.1,4.3,0.9,4.6,6.3,"Colon","Stage II",33851.25,5.7,3.87,1,2,"Barcelona","Spain",0,0,1,1,0,0,0,0,0,"Negative",1.01,"Carmen","Martinez","Gomez",155.2,70.9,"12158594N","087001213627"
"PT0000952",48,"Female",2017,5.2,7.5,4,8.6,2.4,"Colon","Stage I",5559.15,9.5,6.61,1,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,0,"Negative",9.07,"Lucia","Perez","Gomez",165,48.4,"42744834R","088340057137"
"PT0000953",68,"Male",2024,3,8.3,7.5,9.4,9.3,"Colon","Stage II",98311.28,6.2,5.81,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",6.15,"Luis","Perez","Perez",157,82.8,"57515395P","083267456079"
"PT0000960",20,"Other",2021,6.3,1.7,9,2.3,8.6,"Colon","Stage I",94352.84,4.6,4.3,2,1,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",2.98,"Ana","Perez","Lopez",153.1,61.6,"37541142J","088806467691"
"PT0000965",82,"Female",2022,3.5,2.2,1.2,9.5,0.7,"Colon","Stage IV",41426.24,1.2,4.35,1,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",7.39,"Ana","Garcia","Garcia",175,45.8,"35936595S","082866876189"
"PT0000970",74,"Male",2017,2.1,1.6,1.3,5.1,1,"Colon","Stage I",19930.82,4,3.58,0,1,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",4.08,"Javier","Lopez","Gomez",208.6,65.3,"85516199Z","083118368089"
"PT0001014",21,"Other",2023,0.4,8.9,1.7,3.8,2,"Colon","Stage III",96751.97,5.6,2.69,2,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",3.59,"Carmen","Garcia","Sanchez",180,63.2,"27044160R","086724684108"
"PT0001026",78,"Male",2019,3,7.4,9.5,0.4,2.4,"Colon","Stage I",79127.12,7.5,3.87,0,1,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",3.08,"Luis","Gomez","Martinez",172,82.8,"83072414W","089891924771"
"PT0001027",33,"Female",2016,7.9,3.7,3.3,3.9,9.2,"Colon","Stage I",62911.68,1.1,5.07,1,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",13.35,"Ana","Martinez","Martinez",135.6,71.8,"49160657C","084057692952"
"PT0001050",25,"Male",2024,5.3,1.7,3.9,4.8,8.2,"Colon","Stage 0",37476.87,8.5,4.93,0,0,"Barcelona","Spain",1,1,0,0,1,0,0,0,1,"Positive",12.42,"David","Sanchez","Gomez",193.2,84.5,"16499700Y","089393438741"
"PT0001067",45,"Male",2023,1.7,9.6,0.1,8,2.5,"Colon","Stage IV",92535.23,8.8,3.79,0,4,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",3.08,"David","Perez","Perez",178.3,67.2,"11034203E","087739289051"
"PT0001069",40,"Other",2016,6.3,3.8,8.7,2.8,3.2,"Colon","Stage II",59399.7,6.9,4.83,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",10.16,"Elena","Sanchez","Sanchez",163.5,70.3,"26118047Y","084347551382"
"PT0001089",36,"Other",2019,9.2,6.5,8.2,9.2,7,"Colon","Stage III",42226.91,4.6,7.74,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",5.97,"Lucia","Sanchez","Perez",158.9,41.3,"25781799H","082174008324"
"PT0001091",80,"Other",2016,3.4,2.3,8.9,2,1.8,"Colon","Stage III",29996.74,0.1,4.34,2,3,"Barcelona","Spain",1,0,0,1,1,0,0,0,1,"Positive",17.52,"Carmen","Lopez","Perez",171.5,45.8,"98365030X","082968469343"
"PT0001094",44,"Other",2024,4.4,7.2,7.5,8.5,3.5,"Colon","Stage I",24637.57,5.6,6.64,2,1,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",2.41,"Elena","Lopez","Gomez",143,86.7,"53775518T","087951732791"
"PT0001096",54,"Other",2017,6.7,5.1,2.5,4.2,2.3,"Colon","Stage 0",88947,5,3.77,2,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.96,"Laura","Martinez","Martinez",175.8,78.2,"37422849D","089567071973"
"PT0001112",27,"Other",2017,2.4,6.7,7.6,4.2,5.7,"Colon","Stage I",79267.49,5.6,4.45,2,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",12.15,"Laura","Perez","Perez",166.7,39.3,"50692211G","084987145033"
"PT0001117",34,"Other",2023,0.6,7.8,0.8,0.8,8.6,"Colon","Stage III",17665.63,1,4.08,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",3.83,"Lucia","Gomez","Garcia",176.4,92.9,"76794862R","085397778769"
"PT0001125",36,"Male",2015,1.6,1.1,7.8,2.9,8,"Colon","Stage III",26024.76,7,4.51,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",12.89,"Luis","Gomez","Martinez",196.5,93.5,"71838049X","089859553952"
"PT0001128",26,"Other",2017,8.1,3.7,9.2,4.6,1.1,"Colon","Stage IV",18061.36,5.8,6.22,2,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",6.67,"Laura","Garcia","Sanchez",135.7,63.8,"32752489Y","085325572171"
"PT0001131",28,"Other",2022,4.7,5.8,7.5,8.5,4.2,"Colon","Stage I",81676.93,9.5,5.42,2,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",5.31,"Maria","Martinez","Gomez",166.2,70.8,"16338446M","087080589131"
"PT0001138",33,"Other",2022,6.7,1.9,5.3,7.5,3.2,"Colon","Stage IV",32517.77,2.3,5.59,2,4,"Barcelona","Spain",1,0,1,0,0,1,0,0,0,"Negative",9.54,"Ana","Martinez","Perez",177.3,47,"71549282P","084951338895"
"PT0001139",50,"Other",2022,8.1,6.8,8.6,5.6,3.1,"Colon","Stage IV",36508.2,0.2,6.63,2,4,"Barcelona","Spain",1,1,0,1,1,0,0,0,1,"Positive",7.56,"Carmen","Perez","Sanchez",178.7,60.3,"19954284J","083846985512"
"PT0001142",64,"Female",2022,3.3,4.8,5.6,0.9,9.5,"Colon","Stage I",99706.21,0.8,3.36,1,1,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.13,"Carmen","Sanchez","Garcia",167.1,66.6,"86955066R","081731692869"
"PT0001158",61,"Male",2017,6.4,3.1,4.8,5.6,6.7,"Colon","Stage II",80704.91,1.2,4.64,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.7,"Javier","Gomez","Lopez",182.4,67.6,"60042931M","089051636407"
"PT0001160",49,"Female",2022,5.9,2.3,2.9,8.8,1.5,"Colon","Stage II",46252.71,3.3,4.94,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",8.5,"Maria","Gomez","Gomez",167.5,48.9,"30644354M","087901833870"
"PT0001185",81,"Male",2020,3.2,1.5,7.6,9.4,7.2,"Colon","Stage I",44622.37,2.9,5.71,0,1,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",12.58,"Pedro","Perez","Perez",130.1,93,"71141790F","086400453019"
"PT0001188",67,"Female",2018,1.4,9.3,7.6,6.5,9.6,"Colon","Stage II",78626.32,1.2,5.5,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",4.33,"Elena","Garcia","Garcia",168.7,72.6,"33918696K","083404056331"
"PT0001198",62,"Other",2021,1.2,1.9,4.2,5.2,8.4,"Colon","Stage 0",83477.87,1.8,3.37,2,0,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",2.2,"Lucia","Garcia","Lopez",173.2,83.8,"72405019F","087459652906"
"PT0001207",71,"Other",2016,9.9,9.2,8.8,9.3,6.4,"Colon","Stage II",48845.96,4.4,8.2,2,2,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",5.88,"Lucia","Martinez","Martinez",191.3,74.3,"25269612H","089371966375"
"PT0001218",24,"Female",2016,4.1,7.3,1.1,5.5,5.9,"Colon","Stage IV",55654.06,2.1,4.66,1,4,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",5.8,"Elena","Lopez","Sanchez",160.3,53.6,"75704456W","084538516191"
"PT0001235",75,"Other",2021,5.6,7.1,0.2,5.1,5.2,"Colon","Stage III",92504.6,8.2,3.9,2,3,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",3.18,"Carmen","Sanchez","Martinez",142.7,49.6,"94882654H","084354866091"
"PT0001240",44,"Other",2024,3.3,1.7,8.9,9.6,2.9,"Colon","Stage III",96868.17,8.5,4.52,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",14.64,"Maria","Sanchez","Perez",152.9,76.7,"81978751N","086619639572"
"PT0001243",59,"Male",2015,3,6.6,8.7,9.9,8,"Colon","Stage 0",21684.47,8.5,7.24,0,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",6.04,"Javier","Garcia","Perez",171.9,65.6,"25776240W","082457153243"
"PT0001267",25,"Male",2020,9.5,7.1,2.1,1.6,3.3,"Colon","Stage I",27720.28,4.1,5.38,0,1,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",6.24,"Juan","Martinez","Martinez",169.5,82,"29645790D","081388209001"
"PT0001272",67,"Female",2024,3.1,8,7.4,7,9,"Colon","Stage II",65250.52,5.8,5.92,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.26,"Laura","Perez","Sanchez",165.2,68.9,"35905845Q","083731350394"
"PT0001274",32,"Other",2016,10,5.3,6.6,7.8,9.8,"Colon","Stage III",93497.27,4.6,6.46,2,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",11.76,"Ana","Sanchez","Gomez",162.5,64.3,"17999764X","083621262872"
"PT0001282",26,"Male",2024,0.9,0.6,8.4,3.9,6.8,"Colon","Stage III",16174.77,9.6,4.67,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,0,"Negative",3.08,"Luis","Sanchez","Gomez",139.5,59.3,"92453844P","086648203345"
"PT0001290",51,"Female",2018,5.3,8.9,9.4,8.1,4.9,"Colon","Stage III",57075.92,8.9,6.77,1,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",10.05,"Carmen","Gomez","Lopez",148.2,63.6,"71548156D","081019897472"
"PT0001296",31,"Female",2022,8.7,1.6,2.2,6.6,2.5,"Colon","Stage 0",70568.67,4.6,4.47,1,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",18,"Elena","Perez","Martinez",158.9,64.4,"84464973A","081755060573"
"PT0001302",36,"Male",2020,5,0.6,0.5,7.5,5.4,"Colon","Stage I",37988.3,6.3,4.45,0,1,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",9.24,"Juan","Garcia","Garcia",138.9,88.2,"17991143Z","082148135794"
"PT0001303",79,"Male",2015,1.7,3,7,2,1.9,"Colon","Stage II",5213.28,3.2,4.33,0,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",12.63,"Luis","Martinez","Sanchez",145.4,106,"40060140M","082275394744"
"PT0001320",36,"Other",2015,0.1,5,6.4,7.8,9.1,"Colon","Stage IV",82889.53,4.6,4.54,2,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",12.13,"Maria","Gomez","Sanchez",186.3,83.7,"90178502X","088155806849"
"PT0001321",29,"Female",2024,3.2,7.8,2.7,7.6,4,"Colon","Stage 0",48572.29,7.6,5.16,1,0,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",6.62,"Ana","Gomez","Garcia",160.3,104,"62755951Z","083248243009"
"PT0001332",48,"Male",2020,7.1,8.5,9,8.6,5.1,"Colon","Stage 0",41113.35,7,7.45,0,0,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",2.97,"Juan","Gomez","Lopez",196,77.1,"12781248X","083637943640"
"PT0001360",76,"Other",2015,2.1,5,5.1,6.3,6.9,"Colon","Stage II",92474.19,5.7,4.04,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",12.6,"Laura","Martinez","Garcia",178.1,50,"30931625Y","088927600281"
"PT0001373",31,"Female",2021,5.9,1.5,3.5,4.7,7.1,"Colon","Stage III",30780.84,2.5,4.96,1,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",12.55,"Carmen","Perez","Martinez",143.5,62.4,"67674269N","083783339465"
"PT0001376",46,"Other",2022,7.4,0.2,8.7,4.4,2.7,"Colon","Stage 0",93435.26,5.2,4.1,2,0,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",16.21,"Carmen","Perez","Lopez",174.7,51.4,"62772143Z","089966846965"
"PT0001382",46,"Male",2016,8.9,7.7,3.4,4.3,0.5,"Colon","Stage IV",25990.22,9.5,5.84,0,4,"Barcelona","Spain",1,1,1,0,0,1,0,0,0,"Negative",8.54,"Juan","Perez","Sanchez",173.6,84.5,"27396842R","081208331591"
"PT0001397",28,"Male",2019,0.8,7.7,1.6,9.8,6.2,"Colon","Stage IV",33552.64,3.8,5.46,0,4,"Barcelona","Spain",1,0,1,1,0,1,0,0,0,"Negative",4.46,"Pedro","Garcia","Martinez",162.3,78.9,"91920445W","084548263277"
"PT0001404",83,"Other",2023,7.9,5.5,4.1,2.3,8.3,"Colon","Stage IV",60618.05,5.9,5.1,2,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",8.95,"Maria","Lopez","Perez",161.2,51.5,"72694747G","083499906576"
"PT0001407",83,"Female",2015,5.2,2.9,2.4,9.8,1.7,"Colon","Stage II",77723.09,1.1,4.41,1,2,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",5.58,"Maria","Gomez","Perez",183,41.5,"39452677H","085669025529"
"PT0001414",27,"Male",2018,8.5,4.3,7.4,5.3,4.4,"Colon","Stage I",64933.98,0.3,5.66,0,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.9,"Juan","Gomez","Gomez",167.2,47.1,"49091194V","087706886809"
"PT0001438",80,"Male",2017,1.9,9,6.9,9.9,4.8,"Colon","Stage III",65561.08,7.2,5.91,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",11.49,"Carlos","Gomez","Martinez",172,69.2,"44048385G","081259469789"
"PT0001448",81,"Other",2021,3.4,2.5,8.7,5.9,4.6,"Colon","Stage II",62307.65,8.5,4.75,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.12,"Laura","Lopez","Gomez",185,51.6,"30686657B","081471258478"
"PT0001452",77,"Other",2016,2.6,5.3,8.3,0.4,0.9,"Colon","Stage 0",16091.99,1.6,4.41,2,0,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",5.86,"Laura","Gomez","Martinez",180.7,76.1,"46721238G","086254384254"
"PT0001463",64,"Male",2017,5.4,4.1,0.6,8.5,9.6,"Colon","Stage II",17494.08,6.5,6.1,0,2,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",7.81,"Luis","Martinez","Gomez",174.9,87.9,"91630366E","083257463160"
"PT0001473",89,"Other",2022,7.3,9.8,7.2,2.1,2.8,"Colon","Stage IV",66466.1,1.4,5.38,2,4,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",1.93,"Maria","Gomez","Martinez",171,48.8,"73438150R","085787271963"
"PT0001474",37,"Other",2022,5.1,5.7,9.8,5.9,8.2,"Colon","Stage II",88138.18,4.4,5.58,2,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",4.67,"Elena","Gomez","Gomez",167.4,66.3,"42892787H","087347419761"
"PT0001480",47,"Other",2017,3.8,6.7,3.2,3.2,4.8,"Colon","Stage I",65297.5,3.7,4.06,2,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",5.89,"Carmen","Lopez","Sanchez",168.2,54.7,"17728160J","089227983316"
"PT0001485",26,"Female",2016,0.2,1.6,7.9,4.1,4.1,"Colon","Stage III",8714.02,8,4.52,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",3.95,"Ana","Sanchez","Martinez",187.4,62,"57954227T","081547387819"
"PT0001486",68,"Male",2015,0.4,5.8,8.7,7.8,6.5,"Colon","Stage II",80653.1,3.1,4.85,0,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",6.51,"Luis","Lopez","Gomez",164.4,59.1,"89136535N","081771877949"
"PT0001495",79,"Male",2021,5.9,8.7,8.9,4.1,4.9,"Colon","Stage IV",96707.61,2.8,5.2,0,4,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",9.24,"Luis","Garcia","Gomez",205.9,65.6,"80773037G","082409730650"
"PT0001496",43,"Other",2017,4.5,0.4,6.7,1.1,9.8,"Colon","Stage II",95263.23,2.4,3.26,2,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.39,"Lucia","Martinez","Martinez",125.1,59.2,"54777534K","082294770900"
"PT0001506",61,"Other",2022,7.8,0.8,8,3.5,8.2,"Colon","Stage IV",98198.56,8.6,4.44,2,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",4.39,"Lucia","Martinez","Gomez",150.8,30,"50905200J","088918441966"
"PT0001511",59,"Female",2017,4.9,7.8,5.9,5.8,4.6,"Colon","Stage 0",47544.01,7.9,5.7,1,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.31,"Lucia","Gomez","Gomez",152.7,61.3,"56672753V","082995202947"
"PT0001513",34,"Male",2022,7.6,6.1,6.8,4.5,6.9,"Colon","Stage II",23792.28,6.2,6.57,0,2,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",7.91,"Carlos","Lopez","Gomez",179.3,72.9,"21318213L","082427536214"
"PT0001514",45,"Other",2020,5.5,1.6,8.6,2.4,1.3,"Colon","Stage IV",12867.18,2.6,4.98,2,4,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",10.11,"Maria","Martinez","Perez",175.3,50.7,"81728777W","082251620145"
"PT0001525",79,"Male",2016,0.3,1.9,8.4,8,0.4,"Colon","Stage III",99982.37,1.4,3.25,0,3,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",1.77,"Pedro","Gomez","Martinez",154.5,74.2,"11736773B","082504964947"
"PT0001527",21,"Female",2020,2.9,5.8,9.8,6.2,3.4,"Colon","Stage II",28507,6.4,5.93,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",10.93,"Carmen","Sanchez","Gomez",153.7,73.2,"71729337L","083089743692"
"PT0001550",27,"Male",2017,5,0.2,0.6,5.9,9,"Colon","Stage II",97661.62,6.6,3.25,0,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.61,"Carlos","Perez","Perez",192.7,62.9,"66747694S","084495465874"
"PT0001552",20,"Male",2015,3.8,2.4,3.9,1.6,5.5,"Colon","Stage IV",20339.37,9,4.17,0,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",10.61,"Javier","Gomez","Perez",196.7,89.3,"43469006H","084725717101"
"PT0001554",83,"Male",2019,5,5.3,4.9,6,5.9,"Colon","Stage III",55601.24,6.5,5.21,0,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",0.1,"David","Sanchez","Garcia",162.3,91.5,"33998616Q","086130843640"
"PT0001558",56,"Other",2019,1.7,5.4,2,4.4,6.1,"Colon","Stage II",70562.72,3.2,3.53,2,2,"Barcelona","Spain",0,0,1,0,0,0,0,0,1,"Positive",2.54,"Elena","Garcia","Garcia",154.2,35.1,"68964008A","087353486507"
"PT0001579",39,"Male",2021,7.6,9.6,1.1,4.1,1.7,"Colon","Stage 0",82994.09,1.6,4.46,0,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",2.75,"Juan","Sanchez","Gomez",159.3,70.8,"62054597E","087519409653"
"PT0001583",48,"Other",2024,6.6,1.7,5,3.2,3.2,"Colon","Stage III",53144.59,2.5,4.22,2,3,"Barcelona","Spain",1,0,1,0,0,0,1,0,0,"Negative",8.25,"Laura","Perez","Martinez",186.6,85.9,"44656452C","081120404327"
"PT0001609",27,"Male",2023,7.7,7.3,6.6,4.9,6.9,"Colon","Stage IV",97345.5,6.7,5.35,0,4,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",6.95,"David","Martinez","Garcia",189.2,37.6,"47179032Y","081819621248"
"PT0001611",65,"Male",2024,6.4,0.5,3.2,3.6,1.5,"Colon","Stage III",28422.93,8.1,4.14,0,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",11.99,"Juan","Gomez","Perez",168.8,68.5,"19773653R","084877368012"
"PT0001634",89,"Other",2024,8.3,4,3,0.3,0.1,"Colon","Stage IV",36281.79,0.2,4.05,2,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",1.65,"Lucia","Garcia","Perez",162.6,47.5,"93553140L","081415292916"
"PT0001635",32,"Male",2020,1.9,3,2.5,8.7,7.3,"Colon","Stage IV",8042.7,0.3,5.51,0,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",3,"Juan","Perez","Martinez",148.6,72.9,"81186627P","087469880443"
"PT0001641",34,"Male",2024,8.8,7.3,6.9,1,4.5,"Colon","Stage I",5944.41,0.4,6.42,0,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",6.3,"Carlos","Garcia","Perez",178.5,83.2,"93642893A","086906101689"
